,_id,Dt_Fat,Dt_Entrega,Mes_Base,Ano_Exec,CO_Fabrica,CO_Cliente,Tp_Operacao,Incoterm,Veiculo,Qtd_Transp,Moeda,Vlr_Frete,flag_dt_consist
62559,6422fe57deb0deaf178f78dd,2021-07-20,2021-07-19,Jul,2021,3423909,2337,VD,CIF,P24,2400.0,BRL,11892.0,False
62607,6422fe57deb0deaf178f790d,2021-07-21,2021-07-21,Jul,2021,3424402,2304,VD,CIF,P12,1200.0,BRL,6858.0,False
62611,6422fe57deb0deaf178f7911,2021-07-30,2021-07-28,Jul,2021,3424402,2327,VD,FOB,P12,1600.0,BRL,0.0,False
62630,6422fe57deb0deaf178f7924,2021-07-23,2021-07-23,Jul,2021,3403208,2349,DV,FOB,P12,-1600.0,BRL,0.0,False
62634,6422fe57deb0deaf178f7928,2021-07-24,2021-07-23,Jul,2021,3424402,2347,VD,CIF,P12,1800.0,BRL,5444.0,False
62639,6422fe57deb0deaf178f792d,2021-07-27,2021-07-25,Jul,2021,3403208,2337,VD,CIF,P24,3000.0,BRL,8624.0,False
62644,6422fe57deb0deaf178f7932,2021-07-26,2021-07-26,Jul,2021,3424402,2318,VD,CIF,P12,1800.0,BRL,7325.0,False
62669,6422fe57deb0deaf178f794b,2021-07-28,2021-07-28,Jul,2021,3424402,2319,VD,CIF,P12,1200.0,BRL,6739.0,False
62673,6422fe57deb0deaf178f794f,2021-07-28,2021-07-27,Jul,2021,3423909,2344,VD,CIF,P12,1600.0,BRL,4182.0,False
62678,6422fe57deb0deaf178f7954,2021-07-29,2021-07-29,Jul,2021,3403208,2350,VD,CIF,P24,2800.0,BRL,11801.0,False
62717,6422fe57deb0deaf178f797b,2021-07-31,2021-07-31,Jul,2021,3423909,2306,VD,CIF,P12,1800.0,BRL,8833.0,False
62725,6422fe57deb0deaf178f7983,2021-07-14,2021-07-14,Jul,2021,3424402,2324,DV,FOB,P24,-2400.0,BRL,0.0,False
62729,6422fe57deb0deaf178f7987,2021-07-18,2021-07-18,Jul,2021,3424402,2350,VD,CIF,P24,3000.0,BRL,13469.0,False
62731,6422fe57deb0deaf178f7989,2021-07-19,2021-07-17,Jul,2021,3423909,2306,DV,CIF,P12,-1800.0,BRL,4990.0,False
62737,6422fe57deb0deaf178f798f,2021-07-21,2021-07-21,Jul,2021,3403208,2335,DV,CIF,P24,-3000.0,BRL,8509.0,False
62746,6422fe57deb0deaf178f7998,2021-07-24,2021-07-24,Jul,2021,3424402,2309,DV,CIF,P24,-2400.0,BRL,12813.0,False
62752,6422fe57deb0deaf178f799e,2021-07-28,2021-07-26,Jul,2021,3403208,2339,VD,FOB,P12,1200.0,BRL,0.0,False
62790,6422fe57deb0deaf178f79c4,2021-07-09,2021-07-08,Jul,2021,3424402,2319,VD,CIF,P12,1200.0,BRL,7818.0,False
62792,6422fe57deb0deaf178f79c6,2021-07-09,2021-07-09,Jul,2021,3423909,2339,DV,CIF,P24,-3000.0,BRL,11132.0,False
62805,6422fe57deb0deaf178f79d3,2021-07-01,2021-07-01,Jul,2021,3424402,2325,DV,CIF,P24,-2400.0,BRL,14797.0,False
62814,6422fe57deb0deaf178f79dc,2021-07-03,2021-07-01,Jul,2021,3423909,2348,VD,CIF,P24,2400.0,BRL,11762.0,False
62833,6422fe57deb0deaf178f79ef,2021-07-07,2021-07-07,Jul,2021,3403208,2315,DV,CIF,P12,-1800.0,BRL,8383.0,False
62844,6422fe57deb0deaf178f79fa,2021-07-07,2021-07-07,Jul,2021,3423909,2332,DV,CIF,P12,-1200.0,BRL,9341.0,False
62859,6422fe57deb0deaf178f7a09,2021-07-10,2021-07-09,Jul,2021,3424402,2337,VD,CIF,P24,3000.0,BRL,9031.0,False
62872,6422fe57deb0deaf178f7a16,2021-07-20,2021-07-20,Jul,2021,3424402,2316,DV,CIF,P24,-3000.0,BRL,9225.0,False
62892,6422fe57deb0deaf178f7a2a,2021-07-29,2021-07-29,Jul,2021,3403208,2311,VD,CIF,P12,1800.0,BRL,5547.0,False
62905,6422fe57deb0deaf178f7a37,2021-07-31,2021-07-30,Jul,2021,3423909,2334,DV,CIF,P24,-3000.0,BRL,8939.0,False
62909,6422fe57deb0deaf178f7a3b,2021-07-09,2021-07-07,Jul,2021,3424402,2343,DV,CIF,P24,-2800.0,BRL,8789.0,False
62939,6422fe57deb0deaf178f7a59,2021-07-30,2021-07-30,Jul,2021,3424402,2331,DV,CIF,P24,-2800.0,BRL,9353.0,False
62941,6422fe57deb0deaf178f7a5b,2021-07-30,2021-07-28,Jul,2021,3424402,2311,DV,CIF,P12,-1200.0,BRL,3664.0,False
62951,6422fe57deb0deaf178f7a65,2021-08-01,2021-07-31,Ago,2021,3403208,2310,DV,CIF,P24,-2400.0,BRL,8357.0,False
62954,6422fe57deb0deaf178f7a68,2021-08-01,2021-07-30,Ago,2021,3424402,2329,DV,FOB,P24,-3000.0,BRL,0.0,False
62961,6422fe57deb0deaf178f7a6f,2021-08-02,2021-08-01,Ago,2021,3424402,2312,VD,CIF,P24,3000.0,BRL,14053.0,False
62988,6422fe57deb0deaf178f7a8a,2021-07-24,2021-07-24,Jul,2021,3403208,2323,VD,CIF,P12,1800.0,BRL,5362.0,False
62993,6422fe57deb0deaf178f7a8f,2021-07-28,2021-07-28,Jul,2021,3403208,2308,DV,CIF,P24,-3000.0,BRL,10726.0,False
63004,6422fe58deb0deaf178f7a9a,2021-07-19,2021-07-19,Jul,2021,3424402,2301,VD,CIF,P12,1200.0,BRL,4246.0,False
63022,6422fe58deb0deaf178f7aac,2021-07-07,2021-07-05,Jul,2021,3424402,2344,VD,CIF,P12,1800.0,BRL,7809.0,False
63038,6422fe58deb0deaf178f7abc,2021-07-13,2021-07-11,Jul,2021,3424402,2325,VD,FOB,P12,1200.0,BRL,0.0,False
63052,6422fe58deb0deaf178f7aca,2021-07-15,2021-07-15,Jul,2021,3423909,2317,VD,FOB,P24,2400.0,BRL,0.0,False
63062,6422fe58deb0deaf178f7ad4,2021-07-16,2021-07-16,Jul,2021,3403208,2318,VD,CIF,P24,3000.0,BRL,10217.0,False
63064,6422fe58deb0deaf178f7ad6,2021-07-17,2021-07-17,Jul,2021,3424402,2321,DV,FOB,P12,-1200.0,BRL,0.0,False
63081,6422fe58deb0deaf178f7ae7,2021-07-26,2021-07-26,Jul,2021,3424402,2349,DV,FOB,P12,-1200.0,BRL,0.0,False
63090,6422fe58deb0deaf178f7af0,2021-07-03,2021-07-02,Jul,2021,3403208,2319,DV,CIF,P24,-3000.0,BRL,10843.0,False
63092,6422fe58deb0deaf178f7af2,2021-07-04,2021-07-04,Jul,2021,3423909,2350,DV,CIF,P24,-2400.0,BRL,12632.0,False
63103,6422fe58deb0deaf178f7afd,2021-07-10,2021-07-10,Jul,2021,3424402,2332,VD,FOB,P12,1600.0,BRL,0.0,False
63111,6422fe58deb0deaf178f7b05,2021-07-12,2021-07-10,Jul,2021,3403208,2319,DV,CIF,P24,-2400.0,BRL,9858.0,False
63116,6422fe58deb0deaf178f7b0a,2021-07-13,2021-07-11,Jul,2021,3423909,2308,VD,CIF,P12,1800.0,BRL,3763.0,False
63149,6422fe58deb0deaf178f7b2b,2021-07-22,2021-07-20,Jul,2021,3423909,2324,VD,FOB,P24,2800.0,BRL,0.0,False
63168,6422fe58deb0deaf178f7b3e,2021-07-29,2021-07-28,Jul,2021,3403208,2309,VD,CIF,P24,2400.0,BRL,9822.0,False
63171,6422fe58deb0deaf178f7b41,2021-07-30,2021-07-28,Jul,2021,3403208,2335,VD,CIF,P12,1200.0,BRL,8429.0,False
63198,6422fe58deb0deaf178f7b5c,2021-07-01,2021-07-01,Jul,2021,3424402,2317,VD,FOB,P24,2400.0,BRL,0.0,False
63207,6422fe58deb0deaf178f7b65,2021-07-08,2021-07-08,Jul,2021,3424402,2328,DV,CIF,P12,-1600.0,BRL,3966.0,False
63208,6422fe58deb0deaf178f7b66,2021-07-08,2021-07-08,Jul,2021,3423909,2314,DV,FOB,P24,-2800.0,BRL,0.0,False
63212,6422fe58deb0deaf178f7b6a,2021-07-08,2021-07-07,Jul,2021,3424402,2315,DV,CIF,P12,-1200.0,BRL,9799.0,False
63236,6422fe58deb0deaf178f7b82,2021-07-31,2021-07-31,Jul,2021,3423909,2347,VD,CIF,P12,1600.0,BRL,5724.0,False
63254,6422fe58deb0deaf178f7b94,2021-07-23,2021-07-23,Jul,2021,3403208,2349,DV,FOB,P24,-2400.0,BRL,0.0,False
63261,6422fe58deb0deaf178f7b9b,2021-07-13,2021-07-11,Jul,2021,3423909,2317,VD,FOB,P12,1800.0,BRL,0.0,False
63269,6422fe58deb0deaf178f7ba3,2021-07-03,2021-07-03,Jul,2021,3424402,2342,VD,CIF,P24,2800.0,BRL,11597.0,False
63281,6422fe58deb0deaf178f7baf,2021-07-17,2021-07-17,Jul,2021,3424402,2342,VD,CIF,P24,2400.0,BRL,11093.0,False
63294,6422fe58deb0deaf178f7bbc,2021-07-15,2021-07-14,Jul,2021,3424402,2309,DV,CIF,P12,-1800.0,BRL,7277.0,False
63295,6422fe58deb0deaf178f7bbd,2021-07-17,2021-07-17,Jul,2021,3423909,2351,DV,FOB,P12,-1800.0,BRL,0.0,False
63301,6422fe58deb0deaf178f7bc3,2021-07-20,2021-07-18,Jul,2021,3424402,2335,VD,CIF,P12,1800.0,BRL,7256.0,False
63348,6422fe58deb0deaf178f7bf2,2021-07-07,2021-07-06,Jul,2021,3403208,2351,VD,FOB,P12,1200.0,BRL,0.0,False
63349,6422fe58deb0deaf178f7bf3,2021-07-08,2021-07-08,Jul,2021,3423909,2303,VD,FOB,P24,2800.0,BRL,0.0,False
63366,6422fe58deb0deaf178f7c04,2021-07-04,2021-07-02,Jul,2021,3423909,2351,DV,FOB,P12,-1200.0,BRL,0.0,False
63372,6422fe58deb0deaf178f7c0a,2021-07-04,2021-07-04,Jul,2021,3424402,2322,VD,CIF,P24,2400.0,BRL,8094.0,False
63376,6422fe58deb0deaf178f7c0e,2021-07-04,2021-07-02,Jul,2021,3424402,2305,VD,CIF,P24,2800.0,BRL,12874.0,False
63379,6422fe58deb0deaf178f7c11,2021-07-03,2021-07-03,Jul,2021,3423909,2328,VD,CIF,P12,1600.0,BRL,8801.0,False
63424,6422fe58deb0deaf178f7c3e,2021-07-08,2021-07-08,Jul,2021,3423909,2319,DV,CIF,P24,-3000.0,BRL,8966.0,False
63452,6422fe58deb0deaf178f7c5a,2021-07-11,2021-07-11,Jul,2021,3403208,2316,VD,CIF,P24,2400.0,BRL,13550.0,False
63465,6422fe58deb0deaf178f7c67,2021-07-11,2021-07-11,Jul,2021,3403208,2340,VD,CIF,P24,2400.0,BRL,8707.0,False
63477,6422fe58deb0deaf178f7c73,2021-07-15,2021-07-15,Jul,2021,3403208,2323,VD,FOB,P24,3000.0,BRL,0.0,False
63519,6422fe58deb0deaf178f7c9d,2021-07-21,2021-07-19,Jul,2021,3403208,2328,VD,CIF,P12,1200.0,BRL,9165.0,False
63528,6422fe58deb0deaf178f7ca6,2021-07-23,2021-07-21,Jul,2021,3423909,2304,VD,CIF,P24,2800.0,BRL,11410.0,False
63531,6422fe58deb0deaf178f7ca9,2021-07-23,2021-07-22,Jul,2021,3423909,2310,VD,CIF,P12,1600.0,BRL,4528.0,False
63533,6422fe58deb0deaf178f7cab,2021-07-21,2021-07-21,Jul,2021,3403208,2303,VD,FOB,P12,1600.0,BRL,0.0,False
63543,6422fe58deb0deaf178f7cb5,2021-07-25,2021-07-24,Jul,2021,3424402,2301,VD,FOB,P24,3000.0,BRL,0.0,False
63556,6422fe58deb0deaf178f7cc2,2021-07-31,2021-07-30,Jul,2021,3424402,2322,VD,CIF,P12,1200.0,BRL,6859.0,False
63561,6422fe58deb0deaf178f7cc7,2021-07-31,2021-07-31,Jul,2021,3424402,2316,VD,CIF,P24,3000.0,BRL,12339.0,False
63562,6422fe58deb0deaf178f7cc8,2021-08-01,2021-07-31,Ago,2021,3403208,2351,VD,FOB,P24,2400.0,BRL,0.0,False
63575,6422fe58deb0deaf178f7cd5,2021-07-27,2021-07-27,Jul,2021,3423909,2351,VD,FOB,P24,2400.0,BRL,0.0,False
63591,6422fe58deb0deaf178f7ce5,2021-07-29,2021-07-27,Jul,2021,3424402,2305,VD,CIF,P24,2800.0,BRL,12873.0,False
63612,6422fe58deb0deaf178f7cfa,2021-07-08,2021-07-08,Jul,2021,3423909,2306,DV,CIF,P24,-2800.0,BRL,10652.0,False
63622,6422fe58deb0deaf178f7d04,2021-07-14,2021-07-13,Jul,2021,3403208,2333,VD,FOB,P12,1200.0,BRL,0.0,False
63633,6422fe58deb0deaf178f7d0f,2021-07-17,2021-07-14,Jul,2021,3423909,2328,DV,CIF,P12,-1600.0,BRL,5780.0,False
63636,6422fe58deb0deaf178f7d12,2021-07-16,2021-07-15,Jul,2021,3424402,2328,VD,CIF,P24,2800.0,BRL,13594.0,False
63654,6422fe58deb0deaf178f7d24,2021-07-23,2021-07-20,Jul,2021,3424402,2348,VD,CIF,P24,2400.0,BRL,9350.0,False
63660,6422fe58deb0deaf178f7d2a,2021-07-25,2021-07-24,Jul,2021,3423909,2315,VD,CIF,P24,2800.0,BRL,8247.0,False
63670,6422fe58deb0deaf178f7d34,2021-07-08,2021-07-08,Jul,2021,3424402,2343,VD,CIF,P12,1600.0,BRL,5538.0,False
63671,6422fe58deb0deaf178f7d35,2021-07-08,2021-07-08,Jul,2021,3424402,2350,DV,CIF,P12,-1800.0,BRL,5730.0,False
63673,6422fe58deb0deaf178f7d37,2021-07-07,2021-07-07,Jul,2021,3423909,2311,VD,CIF,P24,3000.0,BRL,9515.0,False
63675,6422fe58deb0deaf178f7d39,2021-07-10,2021-07-10,Jul,2021,3423909,2305,DV,CIF,P24,-2800.0,BRL,11197.0,False
63699,6422fe58deb0deaf178f7d51,2021-07-01,2021-07-01,Jul,2021,3403208,2335,DV,CIF,P24,-2400.0,BRL,13415.0,False
63710,6422fe58deb0deaf178f7d5c,2021-07-03,2021-07-02,Jul,2021,3423909,2342,VD,CIF,P12,1600.0,BRL,8913.0,False
63716,6422fe58deb0deaf178f7d62,2021-07-06,2021-07-04,Jul,2021,3423909,2321,VD,FOB,P24,3000.0,BRL,0.0,False
63727,6422fe58deb0deaf178f7d6d,2021-07-08,2021-07-06,Jul,2021,3424402,2321,VD,FOB,P24,3000.0,BRL,0.0,False
63731,6422fe58deb0deaf178f7d71,2021-07-12,2021-07-12,Jul,2021,3424402,2334,DV,CIF,P12,-1800.0,BRL,5664.0,False
63734,6422fe58deb0deaf178f7d74,2021-07-11,2021-07-09,Jul,2021,3403208,2315,DV,CIF,P24,-3000.0,BRL,14351.0,False
63749,6422fe58deb0deaf178f7d83,2021-07-23,2021-07-22,Jul,2021,3423909,2314,VD,FOB,P12,1600.0,BRL,0.0,False
63765,6422fe58deb0deaf178f7d93,2021-07-29,2021-07-29,Jul,2021,3424402,2323,VD,FOB,P24,2800.0,BRL,0.0,False
63776,6422fe58deb0deaf178f7d9e,2021-07-27,2021-07-26,Jul,2021,3424402,2309,VD,CIF,P24,2800.0,BRL,10820.0,False
63777,6422fe58deb0deaf178f7d9f,2021-07-29,2021-07-28,Jul,2021,3424402,2329,DV,FOB,P12,-1600.0,BRL,0.0,False
63785,6422fe58deb0deaf178f7da7,2021-07-29,2021-07-29,Jul,2021,3423909,2336,VD,CIF,P24,3000.0,BRL,14051.0,False
63797,6422fe58deb0deaf178f7db3,2021-07-30,2021-07-30,Jul,2021,3424402,2343,DV,CIF,P24,-2400.0,BRL,12460.0,False
63808,6422fe58deb0deaf178f7dbe,2021-08-01,2021-08-01,Ago,2021,3403208,2336,DV,CIF,P12,-1800.0,BRL,7327.0,False
63818,6422fe58deb0deaf178f7dc8,2021-07-24,2021-07-23,Jul,2021,3403208,2334,VD,CIF,P24,2800.0,BRL,11666.0,False
63820,6422fe58deb0deaf178f7dca,2021-07-04,2021-07-04,Jul,2021,3424402,2310,VD,CIF,P12,1600.0,BRL,4024.0,False
63824,6422fe58deb0deaf178f7dce,2021-07-03,2021-07-03,Jul,2021,3403208,2317,DV,FOB,P24,-2400.0,BRL,0.0,False
63827,6422fe58deb0deaf178f7dd1,2021-07-05,2021-07-05,Jul,2021,3423909,2320,DV,FOB,P12,-1600.0,BRL,0.0,False
63833,6422fe58deb0deaf178f7dd7,2021-07-11,2021-07-11,Jul,2021,3424402,2324,VD,FOB,P24,3000.0,BRL,0.0,False
63838,6422fe58deb0deaf178f7ddc,2021-07-11,2021-07-10,Jul,2021,3423909,2336,DV,CIF,P12,-1600.0,BRL,9479.0,False
63846,6422fe58deb0deaf178f7de4,2021-07-15,2021-07-14,Jul,2021,3423909,2348,VD,CIF,P12,1600.0,BRL,7838.0,False
63887,6422fe58deb0deaf178f7e0d,2021-07-31,2021-07-30,Jul,2021,3403208,2336,DV,CIF,P24,-2800.0,BRL,11252.0,False
63888,6422fe58deb0deaf178f7e0e,2021-07-31,2021-07-31,Jul,2021,3423909,2337,DV,CIF,P24,-3000.0,BRL,12037.0,False
63898,6422fe58deb0deaf178f7e18,2021-08-01,2021-07-31,Ago,2021,3423909,2333,VD,FOB,P24,2400.0,BRL,0.0,False
63904,6422fe58deb0deaf178f7e1e,2021-07-10,2021-07-08,Jul,2021,3424402,2312,VD,CIF,P12,1200.0,BRL,4268.0,False
63914,6422fe58deb0deaf178f7e28,2021-07-17,2021-07-17,Jul,2021,3423909,2306,VD,CIF,P12,1200.0,BRL,8079.0,False
63915,6422fe58deb0deaf178f7e29,2021-07-16,2021-07-16,Jul,2021,3423909,2339,VD,FOB,P24,2800.0,BRL,0.0,False
63925,6422fe58deb0deaf178f7e33,2021-07-13,2021-07-12,Jul,2021,3403208,2310,VD,CIF,P12,1600.0,BRL,4634.0,False
63969,6422fe58deb0deaf178f7e5f,2021-07-16,2021-07-15,Jul,2021,3424402,2349,VD,FOB,P24,2400.0,BRL,0.0,False
63973,6422fe58deb0deaf178f7e63,2021-07-15,2021-07-15,Jul,2021,3424402,2310,DV,CIF,P12,-1800.0,BRL,8848.0,False
63988,6422fe58deb0deaf178f7e72,2021-07-18,2021-07-18,Jul,2021,3423909,2348,VD,CIF,P24,3000.0,BRL,8043.0,False
63989,6422fe58deb0deaf178f7e73,2021-07-17,2021-07-16,Jul,2021,3424402,2314,VD,FOB,P12,1800.0,BRL,0.0,False
63993,6422fe58deb0deaf178f7e77,2021-07-17,2021-07-17,Jul,2021,3424402,2322,VD,CIF,P24,3000.0,BRL,11353.0,False
63999,6422fe58deb0deaf178f7e7d,2021-07-20,2021-07-18,Jul,2021,3403208,2307,VD,FOB,P24,2400.0,BRL,0.0,False
64035,6422fe59deb0deaf178f7ea1,2021-07-14,2021-07-12,Jul,2021,3424402,2313,VD,FOB,P24,2800.0,BRL,0.0,False
64036,6422fe59deb0deaf178f7ea2,2021-07-14,2021-07-12,Jul,2021,3423909,2351,VD,FOB,P24,2800.0,BRL,0.0,False
64042,6422fe59deb0deaf178f7ea8,2021-07-16,2021-07-14,Jul,2021,3423909,2324,VD,FOB,P12,1600.0,BRL,0.0,False
64056,6422fe59deb0deaf178f7eb6,2021-07-27,2021-07-26,Jul,2021,3403208,2351,DV,FOB,P24,-2800.0,BRL,0.0,False
64058,6422fe59deb0deaf178f7eb8,2021-07-28,2021-07-27,Jul,2021,3403208,2306,DV,CIF,P24,-2800.0,BRL,14156.0,False
64061,6422fe59deb0deaf178f7ebb,2021-07-30,2021-07-29,Jul,2021,3403208,2301,DV,FOB,P12,-1200.0,BRL,0.0,False
64097,6422fe59deb0deaf178f7edf,2021-07-08,2021-07-06,Jul,2021,3424402,2305,VD,CIF,P12,1600.0,BRL,5308.0,False
64112,6422fe59deb0deaf178f7eee,2021-07-12,2021-07-10,Jul,2021,3424402,2321,VD,FOB,P24,2400.0,BRL,0.0,False
64153,6422fe59deb0deaf178f7f17,2021-07-17,2021-07-17,Jul,2021,3403208,2307,VD,FOB,P12,1200.0,BRL,0.0,False
64162,6422fe59deb0deaf178f7f20,2021-07-17,2021-07-17,Jul,2021,3403208,2314,VD,FOB,P24,2800.0,BRL,0.0,False
64165,6422fe59deb0deaf178f7f23,2021-07-19,2021-07-18,Jul,2021,3403208,2349,DV,FOB,P24,-2400.0,BRL,0.0,False
64178,6422fe59deb0deaf178f7f30,2021-07-23,2021-07-23,Jul,2021,3403208,2350,DV,CIF,P24,-2400.0,BRL,12844.0,False
64183,6422fe59deb0deaf178f7f35,2021-07-27,2021-07-27,Jul,2021,3424402,2308,DV,CIF,P24,-2800.0,BRL,14440.0,False
64187,6422fe59deb0deaf178f7f39,2021-07-28,2021-07-26,Jul,2021,3424402,2349,VD,FOB,P12,1200.0,BRL,0.0,False
64207,6422fe59deb0deaf178f7f4d,2021-07-21,2021-07-20,Jul,2021,3423909,2310,VD,CIF,P12,1800.0,BRL,5365.0,False
64224,6422fe59deb0deaf178f7f5e,2021-07-01,2021-06-30,Jul,2021,3423909,2309,VD,CIF,P24,2400.0,BRL,14972.0,False
64234,6422fe59deb0deaf178f7f68,2021-07-07,2021-07-07,Jul,2021,3423909,2351,DV,FOB,P12,-1800.0,BRL,0.0,False
64237,6422fe59deb0deaf178f7f6b,2021-07-07,2021-07-07,Jul,2021,3424402,2343,VD,CIF,P24,3000.0,BRL,11762.0,False
64240,6422fe59deb0deaf178f7f6e,2021-07-08,2021-07-07,Jul,2021,3403208,2330,DV,FOB,P24,-3000.0,BRL,0.0,False
64252,6422fe59deb0deaf178f7f7a,2021-07-10,2021-07-08,Jul,2021,3424402,2311,DV,CIF,P12,-1800.0,BRL,5158.0,False
64256,6422fe59deb0deaf178f7f7e,2021-07-11,2021-07-10,Jul,2021,3424402,2304,VD,CIF,P24,2800.0,BRL,12550.0,False
64262,6422fe59deb0deaf178f7f84,2021-07-12,2021-07-12,Jul,2021,3423909,2307,VD,FOB,P12,1200.0,BRL,0.0,False
64290,6422fe59deb0deaf178f7fa0,2021-07-11,2021-07-10,Jul,2021,3423909,2350,VD,CIF,P24,2800.0,BRL,9998.0,False
64293,6422fe59deb0deaf178f7fa3,2021-07-13,2021-07-12,Jul,2021,3423909,2339,VD,FOB,P12,1800.0,BRL,0.0,False
64304,6422fe59deb0deaf178f7fae,2021-07-23,2021-07-22,Jul,2021,3403208,2327,VD,FOB,P24,2400.0,BRL,0.0,False
64312,6422fe59deb0deaf178f7fb6,2021-07-24,2021-07-23,Jul,2021,3424402,2344,VD,CIF,P24,2800.0,BRL,11812.0,False
64319,6422fe59deb0deaf178f7fbd,2021-07-30,2021-07-30,Jul,2021,3424402,2310,VD,CIF,P12,1200.0,BRL,2879.0,False
64324,6422fe59deb0deaf178f7fc2,2021-07-08,2021-07-08,Jul,2021,3424402,2334,VD,CIF,P12,1600.0,BRL,3893.0,False
64325,6422fe59deb0deaf178f7fc3,2021-07-10,2021-07-08,Jul,2021,3424402,2336,VD,CIF,P24,2400.0,BRL,10011.0,False
64329,6422fe59deb0deaf178f7fc7,2021-07-12,2021-07-11,Jul,2021,3403208,2344,VD,CIF,P12,1200.0,BRL,5502.0,False
64331,6422fe59deb0deaf178f7fc9,2021-07-12,2021-07-10,Jul,2021,3424402,2346,VD,FOB,P12,1600.0,BRL,0.0,False
64340,6422fe59deb0deaf178f7fd2,2021-07-18,2021-07-17,Jul,2021,3403208,2303,VD,FOB,P24,2800.0,BRL,0.0,False
64345,6422fe59deb0deaf178f7fd7,2021-07-20,2021-07-20,Jul,2021,3424402,2326,VD,CIF,P24,2400.0,BRL,11827.0,False
64358,6422fe59deb0deaf178f7fe4,2021-07-23,2021-07-22,Jul,2021,3424402,2348,VD,CIF,P12,1600.0,BRL,7474.0,False
64374,6422fe59deb0deaf178f7ff4,2021-07-29,2021-07-29,Jul,2021,3423909,2348,DV,CIF,P24,-2800.0,BRL,10232.0,False
64410,6422fe59deb0deaf178f8018,2021-07-18,2021-07-17,Jul,2021,3423909,2345,VD,CIF,P12,1800.0,BRL,7803.0,False
64424,6422fe59deb0deaf178f8026,2021-07-22,2021-07-21,Jul,2021,3423909,2342,VD,CIF,P24,3000.0,BRL,11757.0,False
64476,6422fe59deb0deaf178f805a,2021-07-02,2021-07-02,Jul,2021,3424402,2318,VD,CIF,P12,1600.0,BRL,3787.0,False
64488,6422fe59deb0deaf178f8066,2021-07-03,2021-07-01,Jul,2021,3403208,2320,VD,FOB,P24,2800.0,BRL,0.0,False
64499,6422fe59deb0deaf178f8071,2021-07-02,2021-07-02,Jul,2021,3403208,2327,VD,FOB,P24,2400.0,BRL,0.0,False
64507,6422fe59deb0deaf178f8079,2021-07-05,2021-07-05,Jul,2021,3424402,2317,VD,FOB,P24,2800.0,BRL,0.0,False
64508,6422fe59deb0deaf178f807a,2021-07-04,2021-07-04,Jul,2021,3403208,2322,VD,CIF,P12,1800.0,BRL,6312.0,False
64511,6422fe59deb0deaf178f807d,2021-07-05,2021-07-05,Jul,2021,3424402,2305,VD,CIF,P12,1600.0,BRL,8554.0,False
64518,6422fe59deb0deaf178f8084,2021-07-04,2021-07-03,Jul,2021,3423909,2327,DV,FOB,P12,-1200.0,BRL,0.0,False
64532,6422fe59deb0deaf178f8092,2021-07-05,2021-07-03,Jul,2021,3424402,2331,VD,CIF,P24,2800.0,BRL,8637.0,False
64533,6422fe59deb0deaf178f8093,2021-07-03,2021-07-02,Jul,2021,3424402,2323,DV,FOB,P24,-2800.0,BRL,0.0,False
64537,6422fe59deb0deaf178f8097,2021-07-05,2021-07-04,Jul,2021,3403208,2339,DV,FOB,P12,-1200.0,BRL,0.0,False
64552,6422fe59deb0deaf178f80a6,2021-07-06,2021-07-05,Jul,2021,3403208,2317,VD,FOB,P12,1800.0,BRL,0.0,False
64554,6422fe59deb0deaf178f80a8,2021-07-06,2021-07-06,Jul,2021,3423909,2344,VD,CIF,P24,2800.0,BRL,14998.0,False
64560,6422fe59deb0deaf178f80ae,2021-07-06,2021-07-06,Jul,2021,3403208,2351,VD,FOB,P12,1200.0,BRL,0.0,False
64563,6422fe59deb0deaf178f80b1,2021-07-07,2021-07-06,Jul,2021,3403208,2337,VD,CIF,P12,1600.0,BRL,7557.0,False
64568,6422fe59deb0deaf178f80b6,2021-07-09,2021-07-09,Jul,2021,3424402,2328,VD,CIF,P24,2800.0,BRL,11713.0,False
64576,6422fe59deb0deaf178f80be,2021-07-10,2021-07-10,Jul,2021,3403208,2316,VD,CIF,P12,1200.0,BRL,2855.0,False
64607,6422fe59deb0deaf178f80dd,2021-07-11,2021-07-10,Jul,2021,3403208,2313,DV,FOB,P12,-1600.0,BRL,0.0,False
64610,6422fe59deb0deaf178f80e0,2021-07-12,2021-07-10,Jul,2021,3403208,2310,DV,CIF,P12,-1600.0,BRL,7741.0,False
64621,6422fe59deb0deaf178f80eb,2021-07-12,2021-07-12,Jul,2021,3403208,2302,VD,FOB,P12,1800.0,BRL,0.0,False
64631,6422fe59deb0deaf178f80f5,2021-07-14,2021-07-13,Jul,2021,3424402,2346,DV,FOB,P12,-1200.0,BRL,0.0,False
64642,6422fe59deb0deaf178f8100,2021-07-14,2021-07-14,Jul,2021,3423909,2332,DV,FOB,P12,-1600.0,BRL,0.0,False
64707,6422fe59deb0deaf178f8141,2021-07-19,2021-07-19,Jul,2021,3423909,2304,VD,CIF,P24,2800.0,BRL,11350.0,False
64716,6422fe59deb0deaf178f814a,2021-07-23,2021-07-23,Jul,2021,3423909,2317,VD,FOB,P24,2400.0,BRL,0.0,False
64739,6422fe59deb0deaf178f8161,2021-07-22,2021-07-22,Jul,2021,3423909,2305,VD,CIF,P12,1200.0,BRL,7930.0,False
64742,6422fe59deb0deaf178f8164,2021-07-25,2021-07-22,Jul,2021,3423909,2313,VD,FOB,P24,2400.0,BRL,0.0,False
